timestamp,eye_openness,blink_rate,mouth_openness,mouth_movement,head_movement,eye_movement_x,eye_movement_y,shoulder_movement,arm_movement,upper_body_rotation,left_arm_angle,right_arm_angle
2024-11-18 17:40:24,1.5411089688449884,0,0.8754020062390916,0,684.230069441836,0.06728177551171126,-0.07541647757270926,4.414213562373095,42.77449526126229,0.05232492910889725,13.378787632351708,21.725278815073274
2024-11-18 17:40:26,1.528128606457382,0,0.8902256703287148,0.014823664089623212,518.69068374602,0.059340250438317185,-0.08600198801126475,2.0,18.40175425099138,0.048636202437355974,14.594636167487126,20.897101594024786
2024-11-18 17:40:28,1.518364252001472,0,0.9197609497693917,0.02953527944067691,436.8883490617951,0.04543865723743682,-0.08316807707193578,4.576491222541475,16.365746312736945,0.048669259809178245,13.181789685097351,22.333687261625457
2024-11-18 17:40:30,1.5178739861791994,0,0.8885903078150983,0.03117064195429342,447.3214865619358,0.03487568141857091,-0.1283483566967753,5.5373191879907555,13.54400374531753,0.038774311379423734,11.661105767691915,20.929974244097902
2024-11-18 17:40:32,1.5303314690040266,0,0.8820326682225339,0.0065576395925643904,455.346891772715,0.053105759438329715,-0.08776612886481416,2.23606797749979,14.878979388702824,0.029165478608052388,13.434179428982274,22.774075962824046
2024-11-18 17:40:35,1.5263773099787177,0,0.8618171236674206,0.02021554455511332,421.53450366096246,0.06243835466075564,-0.06453161052046372,1.0,17.06225774829855,0.04981706560323387,12.12227147203948,22.25090350228333
2024-11-18 17:40:37,1.5165690012709292,0,0.8724532145813789,0.01063609091395834,466.66287551277514,0.04411634185545155,-0.06918197046789741,0.0,11.0,0.04613000712209582,9.475072493696286,22.14097814355065
2024-11-18 17:40:39,1.5507212358042881,0,0.870689298505893,0.0017639160754858718,492.8092550420602,0.08596231290172235,-0.07661423433103305,6.35917360311745,87.04102204987345,0.043171797114061335,9.453393654887705,20.431364831649915
2024-11-18 17:40:41,1.5571005984683193,0,0.8938637580544884,0.023174459548595316,514.9829522166016,0.0897740729434853,-0.10688331508102511,3.0,18.758545018230862,0.04112252614873255,13.762044529347524,23.769555148015627
2024-11-18 17:40:43,1.5263686331494213,0,0.9003267242653672,0.006462966210878829,762.9840111152024,0.08475652442180438,-0.09023316064941973,0.0,10.84161925296378,0.023739319347914383,10.196569243855986,20.858194848300336
2024-11-18 17:40:45,1.5360371491097053,0,0.8958886397928637,0.00443808447250349,977.4285483999871,0.05202302122957595,-0.13718282319297911,4.82842712474619,5.16227766016838,0.02499797334853352,10.763197862578954,20.835147025237813
2024-11-18 17:40:47,1.5418125662193343,0,0.8850175232908389,0.010871116502024769,451.7716628711366,0.060801310028207975,-0.13399199732824016,1.4142135623730951,17.23606797749979,0.02436844595408305,11.023760558448014,19.081667445161848
2024-11-18 17:40:49,1.5475146097187935,0,0.884465766676553,0.0005517566142859698,467.13908054537103,0.051605374383720495,-0.17244666839223857,0.0,11.961656029675979,0.03212792197350816,9.37546473005429,20.24866712849284
2024-11-18 17:40:51,1.554796075224416,0,0.8880162396205334,0.003550472943980476,472.7814253589533,0.058976042680292565,-0.1359380651657237,17.510540765404876,52.46509326206265,0.02600099477510818,10.000679015555646,20.786302603587487
2024-11-18 17:40:53,1.5440462605300018,0,0.8682766023482464,0.019739637272287003,457.3577401587316,0.10623986907023854,-0.04463654895061402,4.0,8.63441361516796,0.029482038036393803,10.983839220844743,18.215415367522308
2024-11-18 17:40:55,1.5490329418414526,0,0.8889566231014607,0.02068002075321429,1536.0372417380472,0.03225342955365416,-0.0730914521004125,2.0,11.0,0.03398134673161657,8.266359776012887,20.506887793079123
2024-11-18 17:40:57,1.5423301548690536,0,0.8898949137046237,0.0009382906031629723,447.0956686202308,0.016212515997964253,-0.10859826712532808,1.0,16.611957563972265,0.050622799369403185,10.017720841074064,19.31662704536695
2024-11-18 17:40:59,1.5350671030197012,0,0.8884150716596513,0.0014798420449724237,615.5694350243876,0.025268705917406074,-0.10541809249990179,5.16227766016838,15.132560768607995,0.04630720643375267,11.976387142894332,22.008046376103202
2024-11-18 17:41:01,1.5637711465389599,0,0.8589763931060379,0.029438678553613373,1068.5256908923811,0.06655362811571285,-0.17082640643578026,5.0,17.252013256359657,0.05360308043574172,9.887884358721989,21.893430932554857
2024-11-18 17:41:03,1.5178128340860089,0,0.8786352919819017,0.019658898875863806,478.29781144543955,0.009627244433730645,-0.12879385926110312,2.0,38.14807215339373,0.0412070243723269,8.705493945162551,18.47212685097633
2024-11-18 17:41:05,1.545908767657801,0,0.8670405171078372,0.011594774874064462,910.8975333527583,0.07623416496237473,-0.1521889374072277,2.414213562373095,22.485832582228095,0.035537815337372,14.099776682035117,20.766131543260602
