timestamp,eye_openness,blink_rate,mouth_openness,mouth_movement,head_movement
2024-10-23 09:40:55,1.8414015788164688,0,0.893900473461646,0,382.0789939370385
2024-10-23 09:40:57,1.8542495595078057,0,0.984591750388365,0.09069127692671897,373.04028128189293
2024-10-23 09:40:59,1.8606132684892727,0,0.8636198151395814,0.12097193524878358,1073.4098097204148
2024-10-23 09:41:01,1.823823319029021,0,0.863975311911515,0.0003554967719335833,1531.9908293666076
2024-10-23 09:41:03,1.7924944645965504,0,0.9170309158010347,0.05305560388951969,2920.0004979855316
2024-10-23 09:41:05,1.8001204422450539,0,0.9460723398432916,0.029041424042256958,2256.9384941496605
2024-10-23 09:41:08,1.6780783191830024,0,0.9560709640653771,0.009998624222085417,3373.470258143708
2024-10-23 09:41:10,1.7517393112802815,0,0.9367083435787432,0.01936262048663384,1522.7754048068819
2024-10-23 09:41:12,1.7568397435144452,0,0.9033480551055051,0.03336028847323813,2689.8487947210783
2024-10-23 09:41:14,1.7760409673782611,0,0.8970292416801382,0.006318813425366887,555.3317437527155
2024-10-23 09:41:16,1.8345171670435436,0,0.8614372463237157,0.035591995356422546,623.0117764399977
2024-10-23 09:41:18,1.9771051308838878,0,0.8668917241507138,0.00545447782699815,1846.0612730575008
2024-10-23 09:41:20,1.5978079125028373,0,1.1779242758455608,0.311032551694847,2831.848010179242
2024-10-23 09:41:22,1.782792505422665,0,0.890856449147569,0.2870678266979918,2897.9652686181357
