timestamp,eye_aspect_ratio,mouth_aspect_ratio,movement,blink_rate,neutral,happy,surprised,focused,distracted,fatigued
2024-10-23 09:37:43,1.6897104408721786,0.9402073805459127,741.1391362846991,0,0,0.0,0,0,0,0
