timestamp,eye_openness,blink_rate,mouth_openness,mouth_movement,head_movement,eye_movement_x,eye_movement_y
2024-11-01 14:36:19,1.4716887939808074,0,0.9007988792843636,0,798.062355520322,0.022927896301739897,-0.11713457034180517
2024-11-01 14:36:21,1.4579566043023506,0,0.9085904831448101,0.007791603860446417,520.805364341518,0.05756050042537528,-0.15250162650927981
2024-11-01 14:36:23,1.463961884774769,0,0.8889015491346378,0.019688934010172243,470.070746347762,0.09392881250996901,-0.24242862106828542
2024-11-01 14:36:25,1.468194604855531,0,0.8796286493124462,0.009272899822191594,671.2663025217903,0.03562749703174596,-0.15518261123812754
2024-11-01 14:36:27,1.4637923293896056,0,0.8890330790503587,0.009404429737912445,879.4389802212593,-0.04734944784431077,-0.04689947326724874
2024-11-01 14:36:29,1.458321605174748,0,0.8594935280711777,0.02953955097918093,548.4004939344959,-0.04976199220185494,-0.17863051786526857
2024-11-01 14:36:32,1.4764613155866617,0,0.8726660665967297,0.013172538525552002,898.4203700299391,-0.0684163383191397,-0.1427556937195453
2024-11-01 14:36:34,1.4534999264217707,0,0.8751160323444102,0.002449965747680416,499.9517782617916,-0.06021619497600248,-0.11965645065133526
2024-11-01 14:36:36,1.44564324205121,0,0.8549975392373111,0.02011849310709901,312.9968199471245,-0.03586682813376119,-0.10893088747048241
2024-11-01 14:36:38,1.4636163260801134,0,0.8393642148416351,0.015633324395675996,332.2348943206883,-0.047247006172342815,-0.1350657506269384
2024-11-01 14:36:40,1.4700787662741177,0,0.8418119399236128,0.0024477250819776586,330.3137276051594,-0.06214772849861947,-0.13046819661323733
2024-11-01 14:36:42,1.4688233971503157,0,0.8797595652111727,0.037947625287559905,265.58345916587916,-0.033984943952949966,-0.10877749119091049
2024-11-01 14:36:44,1.4892457034413407,0,0.8718323922043455,0.007927173006827215,734.4464717851429,-0.024050995229754107,-0.09642425258497649
2024-11-01 14:36:46,1.4908133496247449,0,0.8594328067706037,0.012399585433741755,650.4137704242787,0.06851885534812269,0.030761594570332118
2024-11-01 14:36:48,1.4804093066625792,0,0.8619542442405087,0.0025214374699049635,492.67428626311596,-0.006899540208806663,-0.02520114433625791
2024-11-01 14:36:50,1.481945630514341,0,0.8898597803213801,0.02790553608087143,394.7622584694144,-0.08265886842306867,-0.08562797411770502
2024-11-01 14:36:52,1.461613335796786,0,0.8844401238307857,0.005419656490594393,302.55697103329413,0.05800227328726857,-0.05511390318932528
2024-11-01 14:36:54,1.4680196605037659,0,0.8674672722369582,0.016972851593827554,357.0256873570777,0.0778079484452704,-0.06295936459444991
2024-11-01 14:36:56,1.46645658672065,0,0.885483828339473,0.018016556102514847,332.4615778431387,0.10624257109098284,-0.0700470477004993
2024-11-01 14:36:58,1.4671658078711962,0,0.8747218905460341,0.010761937793438925,378.92211645410333,-0.01800135622977476,-0.07848527894111304
2024-11-01 14:37:00,1.4658363887851176,0,0.8800366402962417,0.005314749750207626,353.29393664285453,-0.06248261322377127,-0.07350762321146273
2024-11-01 14:37:02,1.457660482827341,0,0.8930721310247614,0.013035490728519616,364.45149221614827,-0.07570415303000791,-0.06046112612048312
2024-11-01 14:37:04,1.4651683703476537,0,0.8650259384468387,0.028046192577922624,318.3776472545209,-0.03705364666473174,-0.058565424244058244
2024-11-01 14:37:06,1.468460987648862,0,0.8866179128796529,0.02159197443281413,300.2307545590942,-0.07740944647948202,-0.0668117795096013
2024-11-01 14:37:08,1.485077338889259,0,0.8743800764292871,0.012237836450365802,345.5041121518685,-0.06074230454956903,-0.0779933309458394
