Timestamp,Eye Openness,Blink Rate,Mouth Openness,Mouth Movement,Head Movement,Eye Movement X,Eye Movement Y,Shoulder Movement,Arm Movement,Body Rotation,Left Arm Angle,Right Arm Angle
2024-11-19 11:55:41,1.5354592985475681,0,0.9040962797589531,0,1146.596297558059,-0.011119588471387644,-0.21260039934156627,0.0,6.0,0.0059807562681312605,16.725847673577665,18.320694215126284
2024-11-19 11:55:43,1.5316760175879822,0,0.9179123934656592,0.013816113706706101,474.3940072341511,-0.036218028916832776,-0.20276905982899324,1.4142135623730951,26.0,0.01684900829859266,17.55260761633674,17.589258444400553
2024-11-19 11:55:45,1.5418437786532864,0,0.8879978750814861,0.02991451838417314,978.2990554399569,-0.01635498119157066,-0.21829009951347905,7.385164807134504,13.857300762134084,0.026303044462475413,9.762267023600685,25.68836877669406
2024-11-19 11:55:47,1.5251960342343513,0,0.8961102210419396,0.008112345960453515,1138.9365500162553,-0.03255530808059473,-0.21196628851728555,3.414213562373095,18.102527368135302,0.04442484887358854,12.753304735755915,16.964628624930043
2024-11-19 11:55:49,1.543652853035422,0,0.9106620257121583,0.01455180467021866,948.1555183395935,0.03231510921646311,-0.2240328637195067,1.4142135623730951,42.973279756908184,0.022569749135739562,14.278507362131501,22.268336665358024
2024-11-19 11:55:51,1.539568607389117,0,0.8885560275318156,0.022105998180342645,502.16863430316323,-0.020532587898932704,-0.24365503720382486,1.0,16.345230764828106,0.03846833540067686,157.11693493894543,27.663806167525074
2024-11-19 11:55:53,1.5220584404185504,0,0.8885560275318156,0.0,375.88804165783694,-0.04675294242182174,-0.2063705209487157,0.0,87.62138146718509,0.02557534236557672,26.262190987646232,19.122754138441472
2024-11-19 11:55:56,1.530606543787014,0,0.8889858304190995,0.00042980288728389215,484.4604884468092,-0.03558325718878346,-0.3718973636432975,0.0,11.245040190466598,0.012850417926406494,124.75545179008154,20.73359024570382
2024-11-19 11:55:58,1.5336361299893477,0,0.8895825834033821,0.0005967529842826336,364.77116475012934,-0.04367251844181284,-0.25324219942918447,0.0,18.76698692459577,0.01820901730101813,25.504029347538346,21.38889125892894
2024-11-19 11:56:00,1.5349613281891783,0,0.8895825834033821,0.0,377.71580843705334,-0.032993485810048136,-0.23549231842455526,1.0,19.578913766783053,0.011513444027366431,13.72561240790334,20.136206055196084
2024-11-19 11:56:02,1.5311371434470507,0,0.8996001706868768,0.010017587283494667,393.17040505579564,-0.03747768044597477,-0.22372825846414734,2.0,66.22541480861963,0.006890958172272808,42.48172750428142,25.069753538353297
2024-11-19 11:56:04,1.5276057511525094,0,0.8895825834033821,0.010017587283494667,618.2135279644191,-0.04533397257983192,-0.20435249432597877,2.0,9.595241580617241,0.0029852577122835553,29.452585473791586,28.281708381487164
2024-11-19 11:56:06,1.5393458311241401,0,0.8817317229685266,0.0078508604348555,1177.0250133768493,-0.032904382308612895,-0.21256035572703474,3.0,99.33032143460731,0.02061057213764083,95.28288176194704,23.89500451152673
2024-11-19 11:56:08,1.5305576467748596,0,0.8957609175617272,0.014029194593200511,424.0797081666578,-0.02027139467942305,-0.2140073400453149,0.0,103.37177746962473,0.011699664717851088,17.823703320982883,21.701416653680134
2024-11-19 11:56:10,1.5261718397566604,0,0.8930302728132864,0.002730644748440758,368.2290681294649,-0.028213226323162522,-0.2193565366441071,1.0,13.029986668237004,0.01911876800102944,15.175503375400966,19.607099419255842
2024-11-19 11:56:12,1.5329931559705785,0,0.8980988696643029,0.00506859685101646,816.9601480843802,-0.05020033321307228,-0.38418397646709007,2.8284271247461903,10.94427190999916,0.005003435601557473,12.680264264175324,20.406142026769178
2024-11-19 11:56:14,1.544676242740041,0,0.8862279822781068,0.011870887386196016,399.32777047754115,-0.015735694555578602,-0.23916795440404848,1.0,16.496976092671314,0.0034338426312573492,12.603708667011396,20.333352814243316
2024-11-19 11:56:16,1.5495663907020967,0,0.8836230020789232,0.0026049801991836485,1399.641057216996,0.005546011973082843,-0.28085806492790394,2.0,11.484184320727287,0.05376363712050619,14.520967900289955,18.583828649440147
