timestamp,eye_openness,blink_rate,mouth_openness,mouth_movement,head_movement
2024-10-30 18:56:36,1.5089702630566915,0,0.8965956411332683,0,22198.495182641876
2024-10-30 18:56:38,1.485725102973146,0,0.91819815091508,0.021602509781811663,7792.50470150068
2024-10-30 18:56:40,1.505612190729959,0,0.8877474640418447,0.030450686873235266,6422.370302208302
2024-10-30 18:56:42,1.50132928851239,0,0.9094030235092007,0.021655559467355978,2271.1746834919227
2024-10-30 18:56:44,1.5018934437533706,0,0.8934058442430945,0.01599717926610611,899.3303898627844
2024-10-30 18:56:46,1.5059123465027597,0,0.9040356374636154,0.010629793220520822,513.7693681446273
2024-10-30 18:56:48,1.4563785436590122,0,0.9341842834664967,0.030148646002881363,865.9776075060569
2024-10-30 18:56:50,1.4843032109165424,0,0.9073923305775975,0.02679195288889924,785.225856229269
2024-10-30 18:56:52,1.436274214238368,0,1.0702492659083127,0.1628569353307152,2625.60752195902
2024-10-30 18:56:54,1.6729602939848809,0,0.8028397779122426,0.2674094879960701,4646.260660274612
2024-10-30 18:56:56,1.686507595984874,0,0.761171091501472,0.041668686410770595,533.0545823216252
2024-10-30 18:56:58,1.606553885968793,0,0.9084497120454007,0.1472786205439287,2175.85584471241
2024-10-30 18:57:00,1.5125968843301534,0,0.9047009090530785,0.0037488029923221644,659.1415692194144
2024-10-30 18:57:02,1.5192610795781383,0,0.8312513879472133,0.07344952110586522,1306.8085966514986
2024-10-30 18:57:04,1.4645708028784008,0,0.9867566772888975,0.15550528934168417,6925.623721621672
2024-10-30 18:57:06,1.4595672541462348,0,0.9867566772888975,0.0,286.54811701075766
2024-10-30 18:57:08,1.4509463569185657,0,0.9865001957510594,0.0002564815378380825,157.78631961248772
2024-10-30 18:57:10,1.4466910841385179,0,0.9739438309365157,0.012556364814543697,289.1924716823554
2024-10-30 18:57:12,1.4241603618836238,0,1.020970369304161,0.047026538367645254,3779.3296119831625
2024-10-30 18:57:14,1.4703751752928496,0,0.7698955414910945,0.25107482781306645,3914.2955366269816
2024-10-30 18:57:16,1.6904227936243956,0,0.7948506817217469,0.024955140230652373,614.3945274285447
2024-10-30 18:57:18,1.561911267299006,0,0.9033886715446392,0.10853798982289231,2337.3199304747104
